string,anomaly,result
baaacdab,0,0
ccbaabba,0,0
fcbacccc,0,0
ccbacbbb,0,0
eabadcab,0,0
facbacbb,0,0
gddaecdf,2,0
gddaacdf,2,0
cbbaabba,0,0
aabaabaa,0,0
dbaaabaa,0,0
bdaaacab,0,0
abaaabaa,0,0
dbbaccbb,0,0
ebaacbbb,0,0
fdbaedcc,0,0
dbbaccbb,0,0
ecbacccb,0,0
dbaabcbb,0,0
dbcbcbbb,0,0
abaacbbb,0,0
eaaaabaa,0,0
dcbaccbc,0,0
aababbba,0,0
dbbabcbb,0,0
dbbabaab,0,0
fcdaddde,1,0
fbdabddd,1,0
gcdaeddf,1,0
cababbaa,0,0
aabacaaa,0,0
abaaabaa,0,0
caaaccba,0,0
ecbadcbb,0,0
fbdacddd,1,0
gbdaddde,1,0
cbaaacaa,0,0
gddbeddf,1,0
ecbadccb,0,0
bbaabbbb,0,0
eabaacbb,0,0
bbaabbba,0,0
dcbaabba,0,0
babaccab,0,0
eccbcbdc,0,0
gcdaddde,1,0
gcdacdde,1,0
cbbabbaa,0,0
bbbbdbac,0,0
baaaabca,0,0
fcdaaddd,1,0
cabaabba,0,0
abaaabba,0,0
bbbaabda,0,0
ccbaabbb,0,0
abaabbba,0,0
cbaaabaa,0,0
dbaacbba,0,0
cabaaaaa,0,0
dcaaabba,0,0
ebaadbab,0,0
ccbabbba,0,0
gddadcdf,2,0
abbaabaa,0,0
cbbacbaa,0,0
baaaabaa,0,0
fbaabbbc,0,0
fbbabbbb,0,0
fbbabcbc,0,0
fbbadcbc,0,0
baaaacaa,0,0
fbaadbab,0,0
baaabbba,0,0
fababcbb,0,0
fbdacddd,1,0
dbbaabaa,0,0
dabadbbb,0,0
bbbaabda,0,0
fbdabddd,1,0
gddacddd,1,0
dabbccbb,0,0
cbbaabba,0,0
abaaabaa,0,0
fbdaddde,1,0
bbbbccbb,0,0
bbaaabba,0,0
dbaabcbb,0,0
gddbdcdg,2,0
dbaaacbb,0,0
fccadcbc,0,0
abcbbbaa,0,0
cbbabcab,0,0
dbbabcba,0,0
ccaaabba,0,0
dbbabcaa,0,0
fbdaaddd,1,0
fbaabbaa,0,0
cacadbab,0,0
fbaabdac,0,0
cbbabcba,0,0
dbbabcaa,0,0
ecbacdcc,0,0
fcbacbcc,0,0
fbdaaddd,1,0
ecbabdcb,0,0
dcbaadba,0,0
fadabddd,1,0
fdbbecdd,0,0
aabaabba,0,0
dbbabbba,0,0
cbbaccbb,0,0
dbaaacaa,0,0
babaccba,0,0
bbaaabaa,0,0
cbbabbbb,0,0
gddaacdg,2,0
fadabddd,1,0
cbbadccb,0,0
fbaaacab,0,0
fbdadddd,1,0
abaaacba,0,0
gddadbdf,2,0
gddabcdf,2,0
ebaaccdc,0,0
aababbba,0,0
gddaccdf,2,0
ebdcbcac,0,0
ebbaddcc,0,0
ecbabccc,0,0
gddacbdf,2,0
caaabbca,0,0
fcbaebbc,0,0
caaabbba,0,0
eaaadcbb,0,0
fccacadc,0,0
bbbaccab,0,0
bbbbdcbb,0,0
bbbaabaa,0,0
gddbabdf,2,0
gddadbdg,2,0
aabaabba,0,0
edbababc,0,0
ebaabcbb,0,0
fbdabddd,1,0
cabadcbb,0,0
dbbacbaa,0,0
bbaabbba,0,0
gddcabdf,2,0
fcdaaddd,1,0
fbdabddd,1,0
baaabbba,0,0
ebaaabdb,0,0
dabadbbb,0,0
fadabddd,1,0
caaaaaba,0,0
fdbabccc,0,0
gddadcdf,2,0
gddacbdf,2,0
bbaaabaa,0,0
fbdacddd,1,0
dabacaab,0,0
aababbaa,0,0
fcbacbac,0,0
bbaabbaa,0,0
gddaacdf,2,0
ccbaccab,0,0
bbaadbba,0,0
aaaadcba,0,0
dbbaadba,0,0
bbbaabba,0,0
dbbabccb,0,0
ebbaacab,0,0
fbdaaddd,1,0
fcdcebcd,0,0
cbaacbbb,0,0
dabaccbb,0,0
bbaaccaa,0,0
eccaebbc,0,0
fbbacddc,0,0
eadcabac,0,0
cbaaccbb,0,0
fcbabcac,0,0
dbaaabba,0,0
cbbacaab,0,0
cacacbbb,0,0
cabacbbb,0,0
cbaabbbb,0,0
gcdafddf,1,0
ebaaabbb,0,0
ecaacbbc,0,0
bbaabaaa,0,0
dcbbcbab,0,0
gddacddg,2,0
gddadcdf,2,0
dbaaccbb,0,0
babaaaba,0,0
fcbacdbc,0,0
gbdaaddd,1,0
eabacbab,0,0
fbdacdde,1,0
dbbaacba,0,0
dabadbbb,0,0
fbdacdde,1,0
fcaacdbc,0,0
gddaabdf,2,0
fdbacccc,0,0
gddabcdf,2,0
ecbabbaa,0,0
gbdaedde,1,0
fcaaddbc,0,0
cbaabbba,0,0
fbdabddd,1,0
fcaadccc,0,0
gddaddde,1,0
fbaadccc,0,0
ecbaacbb,0,0
ebaabbbb,0,0
fbdacddd,1,0
gcdabdde,1,0
dbababaa,0,0
dbbaacba,0,0
bbaaabba,0,0
fddaabdf,2,0
faaabcac,0,0
fbdacddd,1,0
bbaabbba,0,0
eacaacba,0,0
daaaabba,0,0
dabadbbb,0,0
dbcacbab,0,0
ccbaacca,0,0
cbaacbbb,0,0
bbaaabba,0,0
cbaaccbb,0,0
abbabbbb,0,0
cabaccba,0,0
dacacdbc,0,0
dabbacca,0,0
fdbaedcd,0,1
aabacbba,0,0
ecbadcbc,0,0
daaacaab,0,0
cabaccbb,0,0
dbbacbbb,0,0
fadaaddd,1,0
gddaacdf,2,0
bbaacaaa,0,0
baaaabaa,0,0
bbaaabba,0,0
cabacbbb,0,0
ecbabcbb,0,0
dcaaccab,0,0
baaaacba,0,0
ebaabbba,0,0
dbbabcbb,0,0
cbbaccbb,0,0
cabacbba,0,0
daaadaab,0,0
caaaabda,0,0
fcaacdcc,0,0
abaadcbb,0,0
cbaabbba,0,0
gddadcdf,2,0
bcaabbcb,0,0
fbdacddd,1,0
babbcbab,0,0
aabaebab,0,0
daaadbbb,0,0
fcbaddac,0,0
gddadbdg,2,0
gddadbdf,2,0
daaacbbb,0,0
abbaabba,0,0
dbaabcab,0,0
fdbafdbc,0,0
gddaabdf,2,0
bbbabbba,0,0
ebbadcbb,0,0
gddadbdf,2,0
dabaabba,0,0
babaacca,0,0
fbdabddd,1,0
fbdaaddd,1,0
abbaaaaa,0,0
ddaacccb,0,0
fddacddd,1,0
cabaabba,0,0
dababbab,0,0
dbbabbab,0,0
aaaaabaa,0,0
gcdbddde,1,0
dababcaa,0,0
cbbadbbb,0,0
ccaaacaa,0,0
caaaabba,0,0
dbbacbbb,0,0
gcdacddf,1,0
fbdabddd,1,0
aababcbb,0,0
faaacbab,0,0
babaaaaa,0,0
aabaabba,0,0
ecbaabab,0,0
ebbabcaa,0,0
cabaaaba,0,0
fbdaddde,1,0
eababbbb,0,0
cbbadcbb,0,0
gddaabdf,2,0
cbaaaaaa,0,0
dbbbbbcb,0,0
abaaabaa,0,0
dbbabcbb,0,0
fbdacddd,1,0
bbaaabaa,0,0
dbaababa,0,0
dacadcab,0,0
babaabbb,0,0
abaabbaa,0,0
bbbaccab,0,0
ebaababb,0,0
ebbaabab,0,0
bababbaa,0,0
bbbaabba,0,0
ebbaccbb,0,0
ebbacbba,0,0
cbcbbbba,0,0
fdbabdbc,0,0
dcbacbaa,0,0
fcaaccbc,0,0
ebaabccb,0,0
fdaadbcc,0,0
bbbaabba,0,0
dbbbacaa,0,0
gddbccdf,2,0
fbdaaddd,1,0
daaacbcb,0,0
cbbadbab,0,0
aaaabbaa,0,0
gddbbcdf,2,0
fbdaedde,1,0
dbaaabaa,0,0
gddacbdf,2,0
dbaaacba,0,0
dabaccbb,0,0
abaaacba,0,0
dcbaacbb,0,0
ebaacbbb,0,0
abaaabba,0,0
ebaabbaa,0,0
dbbabbca,0,0
cbaaabba,0,0
ecbacabc,0,0
dababbcb,0,0
daaaacaa,0,0
gddaacdf,2,0
baaaacba,0,0
dabaabaa,0,0
cbbaccbb,0,0
dbaabcaa,0,0
ecaabccc,0,0
fbbaabaa,0,0
ebbabbba,0,0
fbdacddd,1,0
ebbaacba,0,0
fbdabddd,1,0
bbbadcbb,0,0
gddadcdf,2,0
gddaccdg,2,0
babaacba,0,0
fcdbddde,1,0
ebbacbbc,0,0
bbbacdbb,0,0
dbbadcbb,0,0
baaaabaa,0,0
cacaacba,0,0
dcaacbbb,0,0
ecbadcbc,0,0
abbaacba,0,0
aaaaabba,0,0
cbaaccab,0,0
bbaaabaa,0,0
abbabcba,0,0
fbbacbbb,0,0
abaaabba,0,0
gddabcdf,2,0
bbbabbda,0,0
bcbaabba,0,0
gddabcdf,2,0
ebbabcbb,0,0
fcdaaddd,1,0
babaacaa,0,0
fdcadcbc,0,0
fdbadcac,0,0
babaacaa,0,0
ebbaebac,0,0
bbbacbaa,0,0
ebbabcbb,0,0
dbaabbca,0,0
bdbabbaa,0,0
ddbacabb,0,0
gddaacdf,2,0
ebcadcbc,0,0
bbcacbab,0,0
abbacabb,0,0
fcbbcdcc,0,0
dbbaecbb,0,0
gddabddf,2,0
gddabbdf,2,0
cbaabbaa,0,0
fbdacddd,1,0
bbaaabaa,0,0
ecaacadb,0,0
fadabddd,1,0
fbdaaddd,1,0
edcaaccc,0,0
cbbabcba,0,0
bbbaacaa,0,0
cbbadbbb,0,0
dbaacbbb,0,0
gcdacdde,1,0
fdbadccc,0,0
fcbagdcd,0,1
fcaafdcc,0,0
fbdabddd,1,0
bbaaabaa,0,0
bbaabcaa,0,0
cabaacaa,0,0
edaababb,0,0
dacbabaa,0,0
fcbbcbac,0,0
ebaaccbb,0,0
dbaaabaa,0,0
gddaccdf,2,0
gddaacdf,2,0
fbdacddd,1,0
dcaabbbb,0,0
aaaabcba,0,0
babaccaa,0,0
aabadcab,0,0
fbbabcab,0,0
dabadbac,0,0
fcbadbcc,0,0
ecaabdcc,0,0
cbaadbab,0,0
cbbaabaa,0,0
aabadadb,0,0
gddaacdf,2,0
gddbbbdf,2,0
bbbabbba,0,0
aabaacaa,0,0
fdcafdcd,0,1
fadaaddd,1,0
acbabcaa,0,0
acbabbba,0,0
cbaabbba,0,0
gddbbbdf,2,0
dcaabccc,0,0
gadaddde,1,0
bbbabcbb,0,0
fdaaabdc,0,0
eabaccab,0,0
gbdbcdde,1,0
bbbabbba,0,0
fbdaedde,1,0
edbaccbc,0,0
dbcaccab,0,0
cbbaabba,0,0
ecaaabba,0,0
edbabbbc,0,0
bbaadbbb,0,0
abbaecbb,0,0
dbaaccbb,0,0
babaabaa,0,0
abaabcba,0,0
ebbaecbc,0,0
bbcbccbb,0,0
fdbaedbc,0,0
bababaaa,0,0
dbaacbaa,0,0
fcaaedbc,0,0
ebbaacba,0,0
fcbcddbc,0,0
cbcadcab,0,0
dbbaacaa,0,0
ebaadbbb,0,0
bbbadcbb,0,0
fbdaaddd,1,0
fcbbdcbc,0,0
cbbbabba,0,0
dbaaacaa,0,0
bbaaacab,0,0
ebbadcbc,0,0
gbdabdde,1,0
cabaacba,0,0
fdcbedbc,0,0
dbbaebbc,0,0
bbabbcaa,0,0
bbbabbbb,0,0
daaabbaa,0,0
fbbaeccc,0,0
bababbba,0,0
abbabbba,0,0
fcbabcbc,0,0
cababbaa,0,0
dbcbbcab,0,0
cbbaadab,0,0
baaabcaa,0,0
aaaaabba,0,0
ecbaecbc,0,0
fbdaaddd,1,0
abacdbbb,0,0
fbdaadde,1,0
ebbadbab,0,0
fcdacddd,1,0
ecabbccc,0,0
dbbaddab,0,0
aabaabba,0,0
cabaccbb,0,0
bacbcbbb,0,0
aaaaabba,0,0
baaaacca,0,0
ecbadbab,0,0
bbbaabca,0,0
bbbabbca,0,0
ecaadbbc,0,0
cbaaabaa,0,0
abbbbbab,0,0
ecaadbdc,0,0
dbaabcba,0,0
ecbadcbb,0,0
gddbbbdf,2,0
dbbacbbb,0,0
cbbacbba,0,0
babaacba,0,0
ecbaccac,0,0
fbdaaddd,1,0
cababbaa,0,0
cabaacaa,0,0
dbaadbab,0,0
ebaabdab,0,0
cbaacbaa,0,0
cbbbdbbb,0,0
cbbacbaa,0,0
ebaaedbc,0,0
daaadbab,0,0
cabaaaaa,0,0
fbdabddd,1,0
caaaabba,0,0
dabaccbb,0,0
gddaabdf,2,0
gddaabdf,2,0
bbaaabba,0,0
dababbcb,0,0
ecaaccbb,0,0
ebbabccc,0,0
dabaabba,0,0
aabadbab,0,0
ecbacdbc,0,0
edaacdbc,0,0
dbbaccab,0,0
abbaabba,0,0
cabadcba,0,0
ddbbdbbc,0,0
eababbaa,0,0
cbaadbbc,0,0
gbdacddd,1,0
dbaacbbb,0,0
babadcab,0,0
fabaecbc,0,0
fbbadbdb,0,0
gddaacdf,2,0
fdaabddc,0,0
bbaaacba,0,0
gddadbdf,2,0
fbbaebcc,0,0
fdbbfbdd,0,0
gddabbdf,2,0
dacaadbb,0,0
dbaadbbb,0,0
baabbcab,0,0
ecaacbbb,0,0
ebbaebac,0,0
dcbacbab,0,0
cbbacbca,0,0
gddaccdf,2,0
cbbaabba,0,0
daaabbba,0,0
dbbabbbb,0,0
dbaabbab,0,0
dabaacba,0,0
cbbadbab,0,0
gddabbdf,2,0
fcbaacbc,0,0
daaaabda,0,0
fadaaddd,1,0
gddabcdf,2,0
ebbacbab,0,0
bbabcbaa,0,0
gbdacddd,1,0
bbbaabba,0,0
fbdaaddd,1,0
gddaecdf,2,0
baaaabda,0,0
bbbadcbb,0,0
daaaabba,0,0
fcbaedbc,0,0
baaacbbb,0,0
gddacbdf,2,0
gddbbbdf,2,0
fbdacdde,1,0
eabaabba,0,0
gddbccdf,2,0
cbbbbbbb,0,0
fbdaaddd,1,0
acaabcba,0,0
ebaaccbb,0,0
ebbaccdc,0,0
dbbaccbb,0,0
fcbbeddc,0,0
dabaabba,0,0
cabacbba,0,0
cbbaabaa,0,0
caaabbaa,0,0
gddabcdf,2,0
dbbaebab,0,0
aababbaa,0,0
bbbaabba,0,0
aabaabaa,0,0
dbbacbbb,0,0
gddbeddg,2,0
dabaabaa,0,0
baaadcab,0,0
eccaacca,0,0
fdcbedcc,0,0
dbaacbbb,0,0
ebbabccb,0,0
eabadbbb,0,0
dbbadcbb,0,0
gddacbdf,2,0
gddaabdf,2,0
dababbbb,0,0
aabadbab,0,0
abbacaaa,0,0
fbaaabaa,0,0
bababbaa,0,0
baaaabaa,0,0
gddbdcdg,2,0
gddabbdf,2,0
gddabbdf,2,0
abbaabaa,0,0
aabaabaa,0,0
bbbbabaa,0,0
aabaabaa,0,0
dbaadcbb,0,0
gddaabdf,2,0
ccbaccbc,0,0
gddaabdf,2,0
fbdabddd,1,0
cbbaecac,0,0
ecbaccab,0,0
fadacddd,1,0
fdbaccbc,0,0
fdbbeccc,0,0
ebbaacbb,0,0
abaadaab,0,0
ecbadcbc,0,0
eabaabaa,0,0
gddaaddf,2,0
fdcbecbc,0,0
ecaabbdc,0,0
bcbabcbb,0,0
fccaebbc,0,0
aabaabaa,0,0
ecaaacba,0,0
dbaadcbb,0,0
fbdaaddd,1,0
ccaaabaa,0,0
baaaacba,0,0
fbbadcbb,0,0
dbaabcbb,0,0
ccbaacbb,0,0
fcdabddd,1,0
gddaabdf,2,0
aaaaacba,0,0
gcdaddde,1,0
dababbaa,0,0
ecbaccbb,0,0
ebbacbab,0,0
ccaabbaa,0,0
abaabcba,0,0
ccaaacba,0,0
cbbabcbb,0,0
dcaacbbb,0,0
fbdacdde,1,0
gddaabdf,2,0
fdbaccbc,0,0
cabaabba,0,0
bbaacabb,0,0
cbaabcbb,0,0
fbaadbbb,0,0
dbbaadba,0,0
cabaacba,0,0
cbaabbba,0,0
dbbabbba,0,0
bababbaa,0,0
gddacbdf,2,0
gddadcdg,2,0
fcbabcbc,0,0
fcaaccbc,0,0
caaaccbb,0,0
fdbaecbc,0,0
babaabaa,0,0
bababbba,0,0
daaaabaa,0,0
fddaacdf,2,0
acbaaaba,0,0
dbaaacba,0,0
eabaabbb,0,0
gddaacdf,2,0
ccbabbba,0,0
abaaabaa,0,0
ecaacbbb,0,0
eccaccbb,0,0
caaaacba,0,0
ecbaacbb,0,0
gddadbdf,2,0
ecbacbdc,0,0
dcbadcbc,0,0
ecaadbcc,0,0
gddacbdg,2,0
fadaeddd,1,0
cbaadbaa,0,0
dbaaccba,0,0
baaaacaa,0,0
gddabcdf,2,0
gddbcdde,1,0
aaaaaaaa,0,0
fbdaaddd,1,0
fbdadddd,1,0
daaaaaaa,0,0
dabaabba,0,0
fbbaccbc,0,0
dbbaecbb,0,0
baaabcba,0,0
gddaacdf,2,0
eccabbbc,0,0
abbabcbb,0,0
babaabaa,0,0
aababcbb,0,0
fbbaccbc,0,0
fcbadbcc,0,0
aabacbbb,0,0
ebaaabda,0,0
aabaacaa,0,0
cbcaacbb,0,0
ecbabdbc,0,0
ddbaddcc,0,0
aabbabba,0,0
gcdacdde,1,0
fbbaccbc,0,0
gcdacdde,1,0
cababbbb,0,0
cbaaabba,0,0
dbbabbbb,0,0
fcbabbcc,0,0
gddaabdf,2,0
dbbacbaa,0,0
dbaaabaa,0,0
caaaabaa,0,0
acaabcba,0,0
cabaccbb,0,0
cabadcab,0,0
babaacaa,0,0
cabaabba,0,0
babacbbb,0,0
aaaababa,0,0
dabadbab,0,0
ddaaabba,0,0
eaaabbaa,0,0
gddaccdf,2,0
fcbaedcc,0,0
gddaecdf,2,0
cbcaacaa,0,0
aabababa,0,0
abaabbaa,0,0
fdcaedcc,0,0
ecaadbbc,0,0
dbbaabbb,0,0
bcbabcaa,0,0
dababbaa,0,0
bbaaabba,0,0
gddabbdf,2,0
ebaaabaa,0,0
gddaabdf,2,0
fddadadf,2,0
ebaaabba,0,0
dbbacbbb,0,0
dbaadcbb,0,0
eabaacba,0,0
cacbbbba,0,0
gbdacdde,1,0
gddabcdf,2,0
dcbbdbbc,0,0
dbaaccab,0,0
ecbbbbcc,0,0
dcbadbbc,0,0
dabaacab,0,0
caaaabba,0,0
aabaacaa,0,0
fddaacdf,2,0
ebbbcbbb,0,0
ebbadccc,0,0
fcbaddbc,0,0
gcdaeddf,1,0
gddaabdf,2,0
dbaacbcb,0,0
ebbacbbb,0,0
dbbaacaa,0,0
bbaaabba,0,0
baaaabba,0,0
bbbabbba,0,0
fbdacdde,1,0
gddaccdf,2,0
gbdabdde,1,0
cbbadbbb,0,0
fabadbab,0,0
fbbaccbc,0,0
dbaabbba,0,0
cbbaddbb,0,0
edcaadcc,0,0
dbbacbbb,0,0
fdcaccbc,0,0
baaaabaa,0,0
aabaabca,0,0
ebaaecac,0,0
cabacbaa,0,0
dbbadcac,0,0
edbadcbb,0,0
gddacbdf,2,0
fcdabddd,1,0
fcbaebcc,0,0
ebcbcbbb,0,0
gddaaadf,2,0
ecbabdac,0,0
cbaadcab,0,0
dbbabbaa,0,0
dabadbab,0,0
gbdacddd,1,0
bcbabbca,0,0
dcbaccbb,0,0
cabacbab,0,0
dababcbb,0,0
gddbdbdf,2,0
fcdaaddd,1,0
gddabbdf,2,0
fcdabddd,1,0
caaaccab,0,0
abbaaaba,0,0
fdaaccac,0,0
dabaabaa,0,0
fcbaeccc,0,0
abaaabba,0,0
cbaaacba,0,0
bbbadccb,0,0
aaaaacaa,0,0
ecbaabcb,0,0
daaabcaa,0,0
bababbab,0,0
fdaadcbc,0,0
bbaaabaa,0,0
ecbaccbc,0,0
gddaccdf,2,0
cdbaccbc,0,0
ebbaacbb,0,0
fbbaccab,0,0
dbcbccbc,0,0
dbaabbba,0,0
ebaadbbb,0,0
eabaecac,0,0
dbbacbab,0,0
eabaccbb,0,0
fccbcdbc,0,0
bababbaa,0,0
aabadbab,0,0
bbbabbba,0,0
dbaabcab,0,0
ecbabbbc,0,0
gddacbdf,2,0
ecbacccc,0,0
baaaacba,0,0
ecbaccbb,0,0
gddbbbdf,2,0
abaabcaa,0,0
dbaadbbb,0,0
ccaadcbb,0,0
gddacbdf,2,0
ebaadcbb,0,0
dbbbccab,0,0
cabaddcb,0,0
ebbabcbb,0,0
gddacbdf,2,0
ebaabcbb,0,0
ebbacbbb,0,0
dabadcab,0,0
fcaabcdc,0,0
gbdabdde,1,0
ebbaebac,0,0
fdbbedbc,0,0
abaaacba,0,0
ddbacbbb,0,0
bbbabbaa,0,0
ecaabccb,0,0
dbaabcbb,0,0
abbbcbab,0,0
dbaaccab,0,0
cabaacba,0,0
gddabbdg,2,0
fadacddd,1,0
dbaacbbb,0,0
ecaaacaa,0,0
eabaabba,0,0
fadaaddd,1,0
bbbabcbb,0,0
gcdaeddf,1,0
gddaebdf,2,0
dbbadabb,0,0
abaabcab,0,0
ebbacdbb,0,0
abbaabaa,0,0
eaaaabba,0,0
bbbbcbab,0,0
eaaababc,0,0
dcaadbcc,0,0
cbaabdab,0,0
cbaacbba,0,0
abbaccba,0,0
dbaaabba,0,0
dbaaebbb,0,0
baaaabaa,0,0
dabacbaa,0,0
dbaaabba,0,0
aaaaccbb,0,0
ccbadcab,0,0
fdbbcdbc,0,0
bbbaabba,0,0
ecbacccb,0,0
gddbbcdf,2,0
cdaaebbb,0,0
gddbcbdf,2,0
dbbadcab,0,0
fbdacddd,1,0
fdbaedcc,0,0
dcbabbbb,0,0
dabadbab,0,0
gcdaeddg,1,0
dbaaadaa,0,0
ecbabcac,0,0
ecbabcdc,0,0
gddaccdf,2,0
bbbaabba,0,0
fbbaccbc,0,0
dbaaccba,0,0
bcbabaaa,0,0
bababbaa,0,0
aabaaaaa,0,0
caaaacaa,0,0
gddadddg,2,0
gddaabdf,2,0
gddabbdf,2,0
bbaabcba,0,0
bbababba,0,0
edaacbab,0,0
gddaccdf,2,0
cbbaabba,0,0
cbaaacba,0,0
bbaaabba,0,0
ebaabbbc,0,0
dcaacbab,0,0
dbaaacba,0,0
caaaacaa,0,0
cabaabba,0,0
fadaaddd,1,0
ccaabcab,0,0
bbaadcdb,0,0
fdaaddcc,0,0
dabaacab,0,0
fadabddd,1,0
fadacddd,1,0
ddaabcbb,0,0
gddaaddf,2,0
fdbaadbc,0,0
gddacbdf,2,0
fbdacddd,1,0
dabbcbbb,0,0
dabadbaa,0,0
edbafbbc,0,0
gddbacdf,2,0
ecbadcab,0,0
dbaaabaa,0,0
daaabbaa,0,0
eacaacca,0,0
fbbadcbc,0,0
gddabcdf,2,0
dbbaabba,0,0
fadabdde,1,0
bbbabbba,0,0
bbbabcbb,0,0
gddaccdf,2,0
fcaabdcc,0,0
gddabcdf,2,0
ecbaccbc,0,0
dababcbb,0,0
cbbabcbb,0,0
fcaaddcc,0,0
dbcbbbbb,0,0
abaaabba,0,0
aaaaabaa,0,0
dbbaccbb,0,0
dbabdbbb,0,0
ccbaaccb,0,0
gbdaeddf,1,0
fbdaaddd,1,0
ecbadcbc,0,0
dbbaabba,0,0
gddaabdf,2,0
gddacddf,2,0
gddadcdg,2,0
eababbbb,0,0
aaabccbb,0,0
dabadbbb,0,0
ccbbccbb,0,0
gddaccdf,2,0
fbdaaddd,1,0
fdbaccbc,0,0
daaaabaa,0,0
dbaabcaa,0,0
bbaaabba,0,0
bbaaccba,0,0
cbaaacba,0,0
gddaabdf,2,0
bbaaccab,0,0
fbdadddd,1,0
gcdaedde,1,0
ecaadcbc,0,0
fdaaccbc,0,0
cabadbbb,0,0
cbbaabaa,0,0
caabacba,0,0
dbabccbb,0,0
gddadcdf,2,0
cabaabba,0,0
caababaa,0,0
dbbabbbb,0,0
fbdacdde,1,0
faaaacba,0,0
fdcbeddd,0,0
gddabcdf,2,0
gcdaadde,1,0
ccbabbcb,0,0
caaaabba,0,0
dbaabcbb,0,0
ccbadbbb,0,0
fbdaaddd,1,0
eaaaadba,0,0
fbbadccc,0,0
fadaaddd,1,0
bbbacbba,0,0
cbaabbda,0,0
fbcaccbc,0,0
ebbacbab,0,0
aabaacaa,0,0
cbcaabcb,0,0
cbbaadba,0,0
ecbacccc,0,0
abaacbaa,0,0
ecaadbab,0,0
gddaccdf,2,0
baaaabaa,0,0
fbaaccbc,0,0
gddadbdg,2,0
aaaaabaa,0,0
cdaaccbb,0,0
abcabbaa,0,0
dcbaccbb,0,0
ebbaccbc,0,0
eaaacbab,0,0
ecbabcbb,0,0
gddaabdf,2,0
caaacbbb,0,0
fbdacdde,1,0
babaacba,0,0
fcbadccc,0,0
fabaebab,0,0
caaaabba,0,0
gddbbbdg,2,0
fcaaacba,0,0
babaacaa,0,0
gddabcdf,2,0
caaabbab,0,0
abbbdbab,0,0
fadacddd,1,0
dcbabcbb,0,0
ecaadcbb,0,0
aaaaabba,0,0
fbaadbdc,0,0
ebaadccc,0,0
caaaabba,0,0
aabaaaaa,0,0
abbabaaa,0,0
fbdaaddd,1,0
bbbaacca,0,0
cbbaacbb,0,0
cbaaabaa,0,0
gddabbdf,2,0
fcdaddde,1,0
fbbaccbb,0,0
dbbaacaa,0,0
aababcbb,0,0
ecbadcbc,0,0
aaaaabaa,0,0
dbbacccb,0,0
gcdacdde,1,0
caaaacaa,0,0
bbbaccab,0,0
cbaadccb,0,0
cabaabaa,0,0
ebaaccbc,0,0
ebaabbbb,0,0
ebaadbbb,0,0
fbaaedcc,0,0
abbacbab,0,0
dbaaacab,0,0
fdbadccc,0,0
aaaaccba,0,0
dbbaccbc,0,0
bbaabcaa,0,0
dbbadbbb,0,0
fbbabdbc,0,0
dabaccab,0,0
fbbaccba,0,0
dbbabcab,0,0
fbdacdde,1,0
ccbaacab,0,0
bcbadbcb,0,0
abbabbaa,0,0
cbbacaac,0,0
fddacbdf,2,0
bbbaabba,0,0
dacaccab,0,0
gddaccdf,2,0
gddadddf,1,0
cbaacbbb,0,0
baaabcca,0,0
bbbabbbb,0,0
fddacdde,1,0
ecbaabbc,0,0
cbbaebab,0,0
gddaabdg,2,0
dbbabcbb,0,0
dababdcb,0,0
cbaabbaa,0,0
abcaccbb,0,0
bbcacbbb,0,0
gddadcdf,2,0
fbdbbdde,1,0
baaadaaa,0,0
fadaddde,1,0
gddabddg,2,0
dcbabcbb,0,0
bbbabcab,0,0
cbaabbaa,0,0
eabacbbb,0,0
bbbabbbb,0,0
ecaacbcc,0,0
dabacbbb,0,0
ebbaadab,0,0
bbaaacaa,0,0
bbaaabba,0,0
caaaacba,0,0
bbaaccbb,0,0
caaaabba,0,0
gddaccdf,2,0
cbbadbab,0,0
fcdabdde,1,0
fddaabdf,2,0
cabacbab,0,0
fabadaab,0,0
dbbadcdb,0,0
gddaabdf,2,0
bbaaacaa,0,0
abaaabba,0,0
gbdadddf,1,0
eacabdbb,0,0
dbaadcbb,0,0
fcaabcbb,0,0
fbaadcbc,0,0
fbdabdde,1,0
baaacbba,0,0
dcbadbab,0,0
dbbaabaa,0,0
daaaabab,0,0
dbbaabbb,0,0
bbaabbaa,0,0
bdaaabaa,0,0
gddaacdf,2,0
dcbabbaa,0,0
dbbaabab,0,0
dbaabbba,0,0
fbaacbab,0,0
fdbaedbc,0,0
ecbacccc,0,0
dbbaccab,0,0
fbbadbdc,0,0
eaaaabbb,0,0
cbaabcbb,0,0
babaabba,0,0
abaabbba,0,0
bbaabcbb,0,0
aaaaabaa,0,0
daaaacba,0,0
aaaaabaa,0,0
dbbabcaa,0,0
abbaccbb,0,0
cbbabbab,0,0
babacaba,0,0
fcaaecac,0,0
bbbaacba,0,0
cbbadcbb,0,0
cbaaabba,0,0
daaacbab,0,0
abbadbaa,0,0
cbaabcba,0,0
bacacdbb,0,0
ebaabcba,0,0
baaaabaa,0,0
dbbaabab,0,0
dbbabbab,0,0
dcaabcbb,0,0
cacaccbb,0,0
gddbccdf,2,0
bbbacbcb,0,0
fcbaebbc,0,0
bbcbdcab,0,0
dbbacbbb,0,0
gddabcdf,2,0
fdbadccc,0,0
cbbadcbb,0,0
fcdabddd,1,0
bbaacbaa,0,0
dbaacbbb,0,0
