string,result,anomaly
aabacbba,0,0
babddbcd,0,0
dbcddbcd,0,1
baaddabd,0,0
dacddccd,1,1
cbabcbcb,0,0
aaaababa,0,0
bcbddabd,0,0
babadbbb,0,0
cbadcbcd,0,0
aaaacbbb,0,0
caaddbbd,0,0
aabdbaac,0,0
bbbbcbbb,0,0
aaaababa,0,0
cbbdcabd,0,0
aaaacbab,0,0
dbcbcbbd,1,2
bbadcacd,0,0
bbaddbbd,0,0
aaadcabd,0,0
bbabcaab,0,0
bbbdcbcd,0,0
cbadccbd,0,0
dbcddbbd,0,1
abaacbbb,0,0
caaacacb,0,0
babddabd,0,0
cbaddabd,0,0
cabbcbab,0,0
baaddbad,0,0
cbbbcbcb,0,0
aaaabbaa,0,0
aaadcaad,0,0
baaacbab,0,0
baadcbad,0,0
cabacbbb,0,0
aaadcbad,0,0
cabacaab,0,0
aaaddbbd,1,0
dbbddccd,0,0
aaadcabd,0,0
abcdcabd,0,0
dcbddbcd,0,0
aaaacbab,0,0
baaacbaa,0,0
aaaacbab,0,0
bdaadcbb,1,0
cbabccab,0,0
babdcbbd,0,0
caaacbcb,0,0
caadcbad,0,0
caaadabb,0,0
dbcadbad,1,1
ccabcbbb,0,0
ccadcbcd,0,0
aaadbaac,0,0
abbacbab,0,0
baaacbbb,0,0
baaadbcb,0,0
bbabdbab,0,0
aaaacbbb,0,0
aabdcbad,0,0
cabacacb,0,0
bbadcaad,0,0
baaacbab,0,0
dacbcbbd,1,2
baaabbca,0,0
aabdcbbd,0,0
babacabb,0,0
dabdbcbd,1,0
aaaacaaa,0,0
ddbbdcbb,1,0
baaadaab,0,0
caabbbbb,1,0
ccabdbcb,0,0
aabbcaab,0,0
cbbdcbbd,0,0
ababdabb,0,0
aaadbcac,0,0
baaadbbb,0,0
baadcbad,0,0
baaadabb,0,0
cbabcbab,0,0
caadcbad,0,0
aaadcbad,0,0
aabbcbbb,0,0
aaaddaad,0,0
aaaababa,0,0
dacadaad,1,1
cbbddaad,0,0
dccddacd,0,1
aabdcabd,0,0
dacddbbd,0,1
caaacbab,0,0
baaadaaa,0,0
baaadbab,0,0
cbaddbbd,0,0
aabdcaad,0,0
caaccbbb,0,0
bbadbbbd,0,0
aaabcaba,0,0
babbcabb,0,0
aaaabbba,0,0
babacabb,0,0
caabdabb,0,0
abaadbbb,1,0
babbccba,0,0
caabcbbb,0,0
caadcabd,0,0
dbcadabd,1,1
dbcdcabd,0,2
bdaacbcb,1,0
dacdcaad,0,2
caadcbad,0,0
cbaacbbb,0,0
babdcabd,0,0
caabcbab,0,0
ddbddabd,1,0
dacadaad,1,1
cabbdbbb,0,0
baaacbaa,0,0
caaacaaa,0,0
dbcddbcd,0,2
cbaaccbb,0,0
ddaddccd,1,0
bbadcabd,0,0
baabdaab,0,0
aabadcbb,1,0
caadcbad,0,0
daadbabc,0,0
baaddbad,0,0
cbaddbad,0,0
dbcbdbbd,1,1
cbadccbd,0,0
baaacaba,0,0
baadcbad,0,0
dbcddbbd,0,2
bbadcbcd,0,0
cbadcbbd,0,0
cabddabd,0,0
cabdcbad,0,0
ddaddacd,1,0
bbaddaad,0,0
cabdcbcd,0,0
daabcacb,1,0
cabdcbbd,0,0
aabdcbbd,0,0
baaddbad,0,0
cbadcbcd,0,0
caabccbb,0,0
dbadcbad,0,0
dbcbbcbd,1,2
bbadbbbd,0,0
aaaacbab,0,0
bbbbcbab,0,0
dccadccd,1,1
caaadabb,0,0
cbbbcbbb,0,0
aaaacbbb,0,0
cabdcbcd,0,0
ddaadcbb,1,0
bbabdabb,0,0
baadcabd,0,0
baaddaad,0,0
baaacabb,0,0
dacadaad,1,2
cabbcabb,0,0
dacbbaad,1,2
cbadcbbd,0,0
dacddaad,0,1
cbaacbab,0,0
baabdacb,1,0
dacadcbd,1,1
caadcbbd,0,0
ccaddbcd,0,0
dacbdbcd,1,1
abadcabd,0,0
aabdbabc,0,0
dbcadabd,1,1
baaddbad,0,0
dccddcbd,0,2
babadbbb,0,0
dbcbccad,1,2
baaaccba,0,0
baabcabb,0,0
abaacaab,0,0
bbbbcbbb,0,0
baaddbbd,0,0
dacddbbd,0,1
caaacbab,0,0
aabbbaba,0,0
bbbbcbbb,0,0
dacddbad,0,1
bbaddcad,1,0
cbaacbcb,0,0
dcaddbbd,0,0
baadcbbd,0,0
baaacabb,0,0
baaacaaa,0,0
caaadabb,0,0
ddcddccd,1,1
baadcbad,0,0
aaadbacd,0,0
dacacabd,1,2
baaacbbb,0,0
baaddabd,0,0
dbcddbbd,0,2
caadcabd,0,0
baaddabd,0,0
cbbadbcb,0,0
cbbbdaab,0,0
bbbacbba,0,0
abadcabd,0,0
bbbbdbbb,0,0
cbbdcbbd,0,0
bbbbcbcb,0,0
cabbdbbb,0,0
bbabdbcb,1,0
aabbcbba,0,0
baaccaaa,0,0
aaaacaaa,0,0
baaacaab,0,0
baaacacb,0,0
dacdcbbd,0,2
bacbcabb,0,0
dacddabd,0,1
caabcbbb,0,0
baaadbbb,0,0
baadcbbd,0,0
dacbdaad,1,1
cbbdccbd,0,0
dacddbbd,0,1
bbaddcbd,1,0
cbbddcbd,0,0
aaabcaaa,0,0
baadcbad,0,0
daaddaad,0,0
baadcbbd,0,0
dcaddbcd,0,0
cabdcbbd,0,0
aaaababb,0,0
cabdcbad,0,0
ccabdbab,0,0
ccbbdbbb,0,0
dbcbdabd,1,2
dacbdabd,1,1
baadbbcc,1,0
baaddabd,0,0
dcbddbbd,0,0
dacddbad,0,1
dcaadbbb,0,0
aaaacbbb,0,0
bbadcbbd,0,0
cbadcabd,0,0
baaddbbd,0,0
dbcbdbbd,1,1
babdcbad,0,0
cbbbdbbb,0,0
bbaadaab,0,0
bcaddbbd,1,0
baadcbad,0,0
aaadbaad,0,0
ddcadbcd,1,1
bacccaaa,0,0
baaacbab,0,0
caaadabb,0,0
baabcbba,0,0
dbaadbbb,0,0
dccadccd,1,1
caaacbcb,0,0
baaddbad,0,0
aaadbacc,0,0
cbadcbbd,0,0
cabdcbbd,0,0
dbaacbbb,0,0
cbadcacd,0,0
bbaabbba,0,0
aaaddbbd,1,0
babbcabb,0,0
baaacabb,0,0
dacbdacd,1,1
dcabdbcb,0,0
dbcadabd,1,1
caaadabb,0,0
caabcaab,0,0
babbcabb,0,0
dbcddbcd,0,1
cbadcabd,0,0
bbbacaba,0,0
bbadcbbd,0,0
cbbcdbab,0,0
baadcbbd,0,0
cbabccbb,0,0
cbabcbbb,0,0
abbbdaab,0,0
dacdcbbd,0,2
dbcacbbd,1,2
dbabcaaa,0,0
dacbdaad,1,2
cbbbdbcb,0,0
baaadaab,0,0
dbcbdbbd,1,1
bbadbabd,0,0
caaacaab,0,0
aaadaabc,0,0
caaddaad,0,0
cabbcbbb,0,0
bdaacbcb,1,0
daadcabd,0,0
aaadbaac,0,0
babdcabd,0,0
bbaaccab,0,0
daadcbcd,1,0
bbaabbaa,0,0
cbaddabd,0,0
dacddabd,0,1
babddaad,0,0
cbaacbbb,0,0
dacddaad,0,1
aabdcbad,0,0
baaddcbd,1,0
caaadabb,0,0
baaacbbb,0,0
dacddbad,0,1
dacddcad,1,1
cabbcbbb,0,0
ababcbbb,0,0
bbadcacd,0,0
dbcadccd,1,2
cbbadccb,0,0
aaabbaaa,0,0
dacadbcd,1,1
dacbdabd,1,2
dacddabd,0,1
dacdcbbd,0,2
baadccbd,0,0
dacddbbd,0,1
cbbbcccb,0,0
cbaddbbd,0,0
cabddbbd,0,0
caadcacd,0,0
baadcaad,0,0
cabababa,0,0
baadcabd,0,0
dbcacbbd,1,2
dacdcaad,0,2
aaabcabb,0,0
aaadcaad,0,0
cabdcabd,0,0
caaddabd,0,0
cbaadacb,0,0
aaadcaad,0,0
aaaacbaa,0,0
abbabbba,0,0
babbdbab,0,0
cabbcbab,0,0
baaadbcb,0,0
dacadbad,1,1
abbbcabb,0,0
cdbddccd,1,0
dacddabd,0,1
cbaddbbd,0,0
baaadbbb,0,0
aaaabbba,0,0
aabdcabd,0,0
dacadabd,1,1
bbbadbcb,0,0
abaadbbb,1,0
aaabcabb,0,0
caadcabd,0,0
ccbbdccb,0,0
dbcbcaad,1,2
aaabdabb,1,0
babbdbbb,0,0
aaaacaba,0,0
bbadcabd,0,0
dacdccbd,1,2
dacbdaad,1,1
ddadcccd,1,0
aaabcbbb,0,0
baaddccd,1,0
cbbdcbbd,0,0
aaadacbc,0,0
cbaddbad,0,0
baaabbab,0,0
caadcabd,0,0
dacddbbd,0,1
babdcaad,0,0
ddbadbcb,1,0
baadcbbd,0,0
cbcddbbd,0,0
baaacaaa,0,0
dacbdbbd,1,1
dacddbad,0,1
bbaacabb,0,0
baaadcbb,1,0
baabcaba,0,0
baabdaab,0,0
abadbabc,0,0
aabdcaad,0,0
dcadcacd,0,0
baaacaba,0,0
babdccbd,0,0
bbadbaad,0,0
aaabcbab,0,0
cdcddccd,1,0
dbcadbcd,1,1
baaadabb,0,0
baaacaaa,0,0
dcbddaad,0,0
bbbdcbad,0,0
baaadaab,0,0
cbadcccd,0,0
caaadbbb,0,0
aaaacaba,0,0
abbdcacd,0,0
dbcddabd,0,1
cbadcbbd,0,0
aaaacabb,0,0
dbcbdaad,1,1
caadcabd,0,0
cbaabaaa,0,0
cabbdbab,0,0
dacdcbbd,0,2
aabdcaad,0,0
cbbacbbb,0,0
bbaddabd,0,0
dacbdbcd,1,2
cbbbdcab,0,0
dacacbbd,1,2
dbaaccbb,0,0
dacdcbad,0,2
cbbbdbab,0,0
babbdbbb,0,0
dbaadabb,0,0
babbcaaa,0,0
abadcbbd,0,0
cbaddabd,0,0
cbadcbbd,0,0
abaacabb,0,0
cabbcbab,0,0
cccbdcbb,0,0
caccdbbb,0,0
aaaabaaa,0,0
bbadbaad,0,0
aaaacabb,0,0
dacacbbd,1,2
caaadbab,0,0
cabddabd,0,0
bbbbcbbb,0,0
dacddbbd,0,1
aaadcbcd,0,0
babddabd,0,0
caadcbad,0,0
dacddbbd,0,1
dacddabd,0,2
baabcaba,0,0
aaaadbbb,0,0
cdbddbbd,1,0
baadcbbd,0,0
dbcdbbbd,1,2
cbaacccb,0,0
baaacbba,0,0
aaaabaaa,0,0
baaacbba,0,0
babbdaab,0,0
dacbdabd,1,1
cbaddbcd,0,0
dcbddccd,0,0
caadccbd,0,0
ccadcbbd,0,0
cabddabd,0,0
daadcbac,1,0
cbaddccd,0,0
aaadcabd,0,0
baadcabd,0,0
baadcbcd,0,0
aaadbbac,0,0
dbcbdcad,1,1
baadcbbd,0,0
baadcbbd,0,0
baaddabd,0,0
babddabd,0,0
dacddaad,0,1
caabdabb,0,0
abadcabd,0,0
aabcbaaa,0,0
baaacaab,0,0
bbbbcbbb,0,0
aaaacaaa,0,0
dacadbcd,1,2
abadcbad,0,0
dacadbbd,1,1
baaddaad,0,0
aaadcaad,0,0
aabdcabd,0,0
cbbacbcb,0,0
dacadaad,1,1
cbbbdbbb,0,0
cbabccbb,0,0
abaddbbd,1,0
dbcddcbd,0,2
abbddacd,1,0
abbacbaa,0,0
baaacabb,0,0
cbabcbab,0,0
caccdbab,0,0
caaddbbd,0,0
dacbdbbd,1,1
dacddbad,0,2
dbcdcabd,0,2
dbcdbccd,1,2
dbaddccd,1,0
abbdcbbd,0,0
ccaddcad,0,0
dacaaaad,1,2
babbcabb,0,0
dacadbad,1,2
dccddbbd,0,2
dbbddabd,0,0
cbbbcbbb,0,0
bbadcbcd,0,0
dacddbbd,0,1
dacddbbd,0,1
babbdacb,0,0
baaddbad,0,0
dbcacabd,1,2
aaaacaaa,0,0
aabbccbb,0,0
dacddbad,0,1
bbabcaaa,0,0
ccadcbbd,0,0
baaddbbd,0,0
abaaccbb,0,0
babadbbb,0,0
aaaddaad,0,0
caaadbab,0,0
baaacaaa,0,0
cbbbcbbb,0,0
bbababba,0,0
cbabcbab,0,0
baabdaab,0,0
dacbdabd,1,2
cbaddccd,0,0
dbcddabd,0,2
cbaddabd,0,0
baadcbbd,0,0
dacddbbd,0,1
aaaddbad,0,0
ddbdcbbd,1,0
baadcabd,0,0
cbbbcccb,0,0
abaadbbb,1,0
caadccad,0,0
caadcbcd,0,0
caadcbad,0,0
baaadaab,0,0
aaadbabc,0,0
baaacbaa,0,0
babacabb,0,0
aacddbad,0,0
bbabcaab,0,0
aaaabaca,0,0
abbdcbbd,0,0
bbaacaaa,0,0
cbacdbbb,0,0
baaacaaa,0,0
babadbbb,0,0
dccddbcd,0,1
cbbdcbcd,0,0
cbaacabb,0,0
dacbdbbd,1,2
cbcdcabd,0,0
aaaacccb,1,0
bbadcabd,0,0
bbaddbad,0,0
baabcbbb,0,0
baadcbad,0,0
bbbdcbbc,0,0
aaadccbd,1,0
dbcadbad,1,1
aaaacbaa,0,0
cbbddbad,0,0
baaaccab,0,0
ddcddccd,1,2
cbbdcabd,0,0
babbdbbb,0,0
baadcbcd,0,0
abbdccbd,0,0
dacadbad,1,2
baabcaaa,0,0
caabcbbb,0,0
dbcacaad,1,2
dacddbad,0,1
dbcbdabd,1,1
aaabdbbb,1,0
dbaddccd,1,0
bbbdcaad,0,0
dbabdabb,0,0
babcdabb,0,0
caaddbbd,0,0
cbadcbbd,0,0
cbaacbbb,0,0
ccbadacb,0,0
abbacabb,0,0
dacbdbbd,1,1
babdcaad,0,0
aabadaab,0,0
cabdcabd,0,0
dacddbbd,0,2
cdabcbbb,1,0
baadcabd,0,0
dacadbbd,1,1
cbaadabb,0,0
bcaacbbb,0,0
babddacd,0,0
bbadcbac,0,0
caabcabb,0,0
bbadbabd,0,0
bacbdaab,0,0
baaacbbb,0,0
caadcabd,0,0
dcbddccd,0,0
cbbbdbbb,0,0
aaadcaac,0,0
cbbddabd,0,0
bcabcabb,0,0
cabddbbd,0,0
babddabd,0,0
babdcabd,0,0
abaddaad,0,0
dacadacd,1,1
cbadcbad,0,0
aaaddbbd,1,0
dacadbad,1,1
dabbdbbb,0,0
dacddbbd,0,1
baaacaca,0,0
abadbbbd,0,0
bcaacbbb,0,0
cbaacbbb,0,0
dbcddaad,0,1
baaddcad,1,0
ddcddacd,1,2
bbaacabb,0,0
dacbdbad,1,1
dacddbad,0,1
aaadbaac,0,0
cbadcbcd,0,0
caaddaad,0,0
bbaadabb,0,0
cabcdbab,0,0
caabdbbb,0,0
bbbbcbbb,0,0
dcaacbbb,0,0
aaabbaca,1,0
dbbdcbbd,0,0
bbbbdacb,0,0
dacddbbd,0,1
cabddaad,0,0
dacacbad,1,2
dacadbbd,1,2
dacddbbd,0,1
babddbbd,0,0
dacddbbd,0,2
cabadbcb,0,0
baaacbbb,0,0
cbabcabb,0,0
baaddbcd,0,0
aaabcbbb,0,0
dbcadbad,1,1
dacbdaad,1,1
caabccab,1,0
baaacbab,0,0
caadcbad,0,0
dbcdcbbd,0,2
cbaadbbb,0,0
babacbcb,0,0
bcbddaad,0,0
cbbbdacb,0,0
abbdcaad,0,0
baaddbbd,0,0
bbabcbbb,0,0
aaadcbbd,0,0
dbcbdbad,1,2
cabddabd,0,0
cbadbbcd,0,0
dacbdabd,1,1
caabcabb,0,0
bbadcbad,0,0
dbcadbbd,1,2
cbbddbbd,0,0
aabacaba,0,0
dccbcccd,1,2
aaadcbbd,0,0
dacbcbbd,1,2
cbaacbcb,0,0
cacacccb,1,0
dbcddbbd,0,1
babacbbb,0,0
ababcaaa,0,0
aaadcbbd,0,0
cdaddccd,1,0
ccaddccd,0,0
aabbcbbb,0,0
baaddbad,0,0
baabcabb,0,0
babdcbad,0,0
bbaacbbb,0,0
aaadccbd,1,0
cbadccbd,0,0
aabccabb,0,0
baabcbbb,0,0
aaadcaad,0,0
dacddabd,0,1
dbcadbbd,1,1
dacadabd,1,2
bbadcbad,0,0
cabbcbaa,0,0
cdadcaad,1,0
cbabcbbb,0,0
dacbdbbd,1,1
dbcdcabd,0,2
dacbdabd,1,1
bbaacbcb,0,0
cbadcabd,0,0
dacddaad,0,1
bbaadabb,0,0
aaabdbcb,1,0
bbadcbbd,0,0
acaacbaa,0,0
babbdbbb,0,0
aabdcaad,0,0
bbaddbbd,0,0
baaacabb,0,0
caabdbbb,0,0
aabdbbbc,0,0
cbbddcbd,0,0
cbadcbcd,0,0
babadbbb,0,0
dacdcbad,0,2
baaddbbd,0,0
caaddbcd,1,0
abadcaad,0,0
babdcabd,0,0
caadcaad,0,0
ddbbdccb,1,0
cbaacaab,0,0
caaddaad,0,0
baaadbbb,0,0
dbcddcad,0,1
dacbdabd,1,1
baaadaab,0,0
baadcbbd,0,0
cbaddbcd,0,0
caaadcbb,0,0
aaaacbaa,0,0
cbadcbbd,0,0
dbcadaad,1,1
aaaacaaa,0,0
ababcbbb,0,0
bbaacbcb,0,0
cbabcbbb,0,0
aaaadbbb,0,0
cbbcdbbb,0,0
baaddabd,0,0
aaaacaca,0,0
dbbadcab,0,0
cbaddabd,0,0
aaaacaaa,0,0
baaacaca,0,0
aaadcaad,0,0
caaadbbb,0,0
caaddbad,0,0
cbadcabd,0,0
dacddbbd,0,1
dbcdccbd,0,2
dbbbccbb,0,0
dacacbbd,1,2
dbcddbbd,0,1
bbadcccd,1,0
bbadcabd,0,0
baaacabb,0,0
baaadbbb,0,0
daadbabd,0,0
dccbdccd,1,2
dbcddbad,0,1
cbadcbcd,0,0
baaacabb,0,0
cdcbdcbb,1,0
caaddaad,0,0
cbbddcbd,0,0
aaadbcbc,1,0
dbcdcbbd,0,2
cbaadabb,0,0
cbaadcbb,0,0
cbadcbbd,0,0
dacdcbcd,1,2
cbabcbcb,0,0
abbbccbb,0,0
bbabbcba,1,0
bbaacacb,0,0
baaadbcb,0,0
baadcacd,0,0
cbbdcacd,0,0
baadcbbd,0,0
dacddbbd,0,2
babddbad,0,0
baaacbcb,0,0
bbbddabd,0,0
bbbbcbab,0,0
abadcbbd,0,0
dacbdaad,1,2
aaadcabd,0,0
cbcbcabb,0,0
abadcaad,0,0
aabdcacd,0,0
baaacbbb,0,0
abadcaad,0,0
cbaadacb,0,0
baaddabd,0,0
abadbbbd,0,0
baaaccba,0,0
ddcddccd,1,0
baadcaad,0,0
ccbbdbcb,0,0
baadbabd,0,0
baadcabd,0,0
baaacaca,0,0
aaadcbad,0,0
bbabdaab,0,0
caadcaad,0,0
babacbaa,0,0
aabdcbbd,0,0
baadcbbd,0,0
babdcaad,0,0
cbbddccd,0,0
cbbddabd,0,0
babdccbd,0,0
aaadaaac,0,0
daadcbbd,0,0
caadccad,0,0
cbbddbcd,0,0
cbadcbbd,0,0
dbcddbbd,0,1
bbabcbcb,0,0
dacadbad,1,2
bbabdabb,0,0
bbadcbad,0,0
aaaadabb,0,0
dbadccad,1,0
bbbddacd,0,0
ababcaaa,0,0
ccbadcbb,0,0
bbaacaaa,0,0
bacddaad,0,0
dacddbcd,0,1
aaadcacd,0,0
dbcddbbd,0,1
bbaacbbb,0,0
baaacbab,0,0
bbadcacd,0,0
dacddacd,1,1
baadcabd,0,0
cabacbbb,0,0
bbbddbbd,0,0
caadcccd,0,0
cacdcacd,0,0
cbaddbbd,0,0
bbaacaab,0,0
cbaacaab,0,0
baadcaad,0,0
babdcaad,0,0
cbaddacd,0,0
cbadcbbd,0,0
cbbbdacb,0,0
cbabcaaa,0,0
ccbbdccb,0,0
aaaacaaa,0,0
cbaddbbd,0,0
aaadbabd,0,0
baaacabb,0,0
cabddbbd,0,0
caadcabd,0,0
aaadcbbd,0,0
caadcbbd,0,0
bbadcacd,0,0
daadcaad,0,0
babbdbcb,0,0
baaadabb,0,0
babdcabd,0,0
abadcbcd,1,0
babddbad,0,0
bbbddbbd,0,0
bbbbdcbb,0,0
dacddabd,0,2
caaddabd,0,0
babdcabd,0,0
caabdbbb,0,0
cabbcbbb,0,0
cbadcbbd,0,0
babbcbbb,0,0
bcbdcccd,1,0
dacdccbd,1,2
bbaacabb,0,0
abbaccaa,0,0
dacddabd,0,2
babddaad,0,0
daaddbbd,1,0
dbabdacb,1,0
cdaddbbd,1,0
dcabdccb,0,0
abaacbbb,0,0
dacbcbad,1,2
aaadbbbd,0,0
cbaadbbb,0,0
dacdcabd,0,2
acbacaab,0,0
dbcddaad,0,1
abadcaad,0,0
baaadaab,0,0
baabcaab,0,0
dccadabd,1,1
cabddaad,0,0
dbbbdccb,0,0
babdcbbd,0,0
babddbcd,0,0
caacdabb,0,0
dcbddccd,0,0
cabdcaad,0,0
aabacbaa,0,0
dbcacbbd,1,2
aaadcaac,0,0
caadcaad,0,0
aaadcbbd,0,0
bbadcbbd,0,0
dccdcbcd,0,2
dacbdaad,1,2
bbadcacd,0,0
aaaacabb,0,0
cbbddbcd,0,0
baadcaad,0,0
aabbcbab,0,0
daaadaab,0,0
dacadbad,1,1
baabcabb,0,0
dbcddbbd,0,1
cabdcbad,0,0
abaadabb,0,0
aaaadaab,0,0
cbbbcbbb,0,0
baabcbbb,0,0
aaabcabb,0,0
caaddbcd,1,0
babbbaaa,0,0
bcaacbab,0,0
cacdcbbd,0,0
aaaccaba,1,0
caadcabd,0,0
bbcccccb,1,0
aabacbbb,0,0
abaddbbd,1,0
dccadccd,1,2
baadcacd,0,0
dbccdacb,0,0
aabacabb,0,0
dbcacbad,1,2
cbaadaab,0,0
baaddbbd,0,0
aaaddbcd,1,0
cbbbdacb,0,0
bbbbdbbb,0,0
bbaddacd,0,0
abbddbbd,0,0
caaacbbb,0,0
caaddbbd,0,0
caaadbbb,0,0
aaabcaaa,0,0
dccddccd,0,2
ccbbdabb,0,0
cacbdaab,0,0
cbbbcbbb,0,0
cbcccaab,0,0
caaddbbd,0,0
bacbcbbb,0,0
cbabcaab,0,0
caabcbbb,0,0
dacddbad,0,1
dacddbcd,0,1
dacddabd,0,1
cabddabd,0,0
dbcddcbd,0,1
cbbbdbbb,0,0
baaadbbb,0,0
baabcaaa,0,0
dacacaad,1,2
dacbdccd,1,1
dacacabd,1,2
dcaddccd,0,0
baadcbcd,0,0
aaadbabc,0,0
cbcacbbb,0,0
dacdcbbd,0,2
acbdcabd,0,0
caadcabd,0,0
aabdcbbd,0,0
bbadabac,0,0
bbaacbbb,0,0
dacabaad,1,2
bbaacbcb,0,0
baaddabd,0,0
bbabcbab,0,0
baabcabb,0,0
bcbddcbd,1,0
aaabccab,1,0
cbaddbbd,0,0
cbadccad,0,0
aaadcaad,0,0
dbcddcbd,0,2
babdcaad,0,0
dacadbbd,1,1
bbaacbbb,0,0
aaaccbab,0,0
abaacaba,0,0
dacddbbd,0,1
dccbcbbd,1,2
cabbcbab,0,0
baadcaad,0,0
bbaacaba,0,0
ababdaab,0,0
baadcbbd,0,0
caadcbbd,0,0
babbcbab,0,0
cdbddcad,1,0
caadcaad,0,0
ababcaaa,0,0
aaaacaaa,0,0
dacbdbbd,1,1
babbcaab,0,0
abbabcba,0,0
baadcbbd,0,0
aaaacaab,0,0
dbcabbad,1,2
bbaddbbd,0,0
baadcaad,0,0
baaacabb,0,0
dbcadbbd,1,1
cbabcaab,0,0
ccbddbcd,0,0
dacdaabd,0,2
aaadbcbd,1,0
babbcaab,0,0
baaacabb,0,0
baabcbab,0,0
caadcbbd,0,0
baaacbaa,0,0
dacdcabd,0,2
ddaddccd,1,0
baadcbad,0,0
baabcabb,0,0
aabbcacb,0,0
cbaacccb,0,0
caaddbbd,0,0
abadcaad,0,0
babbdacb,0,0
dabddacd,0,0
aaaababa,0,0
baaddbcd,0,0
cbaadcab,0,0
babadabb,0,0
baaddbbd,0,0
cbaadbbb,0,0
baaacbab,0,0
cbabdcbb,1,0
baadcbad,0,0
dacdcaad,0,2
baaacbbb,0,0
bbaadbbb,0,0
aaadcbad,0,0
caaacbbb,0,0
baadcbbd,0,0
baadcaad,0,0
baabdabb,0,0
cdbacbbb,1,0
cbbadbbb,0,0
cbbbdbab,0,0
cbbdcaad,0,0
caadccad,0,0
dbcddabd,0,1
caacdaab,0,0
acadcbbd,0,0
cbadcbcd,0,0
aaadcbbd,0,0
abadcbbd,0,0
dbcadbcd,1,1
baabdaab,0,0
caaacbab,0,0
bbbddbbd,0,0
cbaddbbd,0,0
caaacbbb,0,0
abbacaab,0,0
dbcddccd,0,1
dccacbcd,1,2
aaadcbad,0,0
aaaadaab,0,0
dbcddcad,0,1
aabbdabb,0,0
bbadcbad,0,0
cabacbab,0,0
caaddbbd,0,0
babbcbaa,0,0
baadcbad,0,0
bbaacbab,0,0
bbbddbad,0,0
cbaddbcd,0,0
cbbacbab,0,0
dacddbcd,0,1
cabadbcb,0,0
baaacaba,0,0
baaacabb,0,0
baadcabd,0,0
bbaddbad,0,0
bbadcbbd,0,0
bbadcbbd,0,0
caadcabd,0,0
aaaabbca,0,0
cabacaab,0,0
caabcbbb,0,0
cabddabd,0,0
cabcdbab,0,0
dacadabd,1,1
baaacbba,0,0
baaddbad,0,0
aaaacaba,0,0
aabdcbbd,0,0
caabdcbb,1,0
baadcbbd,0,0
cbaacabb,0,0
bbabcabb,0,0
aabbbaab,0,0
dbcadbad,1,2
bbbddcbd,0,0
bacdcbbd,0,0
caabdbbb,0,0
ccbdccbd,0,0
aaaddabd,0,0
bbabcbab,0,0
cbaddbbd,0,0
baabcbab,0,0
dccdcabd,0,2
ccaddccd,0,0
dacdcbbd,0,2
daccdbbd,1,1
aaaddbad,0,0
cbaddacd,0,0
aaadcabc,0,0
bbabdbbb,0,0
aaaabbba,0,0
dacddbad,0,1
aaaaabaa,0,0
cabddbad,0,0
dacdcbbd,0,2
dcaadccb,0,0
dacacabd,1,2
ccbadacb,0,0
cbaddbad,0,0
cbabcbbb,0,0
dacadbcd,1,1
aaaacaaa,0,0
aaaacaba,0,0
dacdcbbd,0,2
bbadcbad,0,0
dacacabd,1,2
babadbcb,0,0
caabcbab,0,0
baadcabd,0,0
bbbababa,0,0
cabddabd,0,0
bbbdcbad,0,0
baabdaab,0,0
ccadcbcd,0,0
daabcbbb,1,0
abadbbbd,0,0
ccabdacb,0,0
bbbccabb,0,0
baadcabd,0,0
dacddabd,0,1
ccaacbcb,0,0
abadcbad,0,0
dbcbcbbd,1,2
aaaddabd,0,0
cbbdcbbd,0,0
caaddaad,0,0
babadbbb,0,0
dacdcbbd,0,2
baabcbbb,0,0
caadcbbd,0,0
cabdcaad,0,0
bbbddaad,0,0
aaadcaad,0,0
dccddbcd,0,0
dacadbbd,1,1
abbdabac,0,0
babadbab,0,0
babdcaad,0,0
dbcddcad,0,2
caaddbbd,0,0
dacadabd,1,1
dbcadbcd,1,1
cbadcabd,0,0
cbaacccb,0,0
caaddcbd,1,0
caabcabb,0,0
caaddabd,0,0
baadcbbd,0,0
babdbcbd,0,0
babbdabb,0,0
babdcaad,0,0
aaadcbad,0,0
baabdbbb,0,0
bbbacbab,0,0
baadcbbd,0,0
ddabdccb,1,0
baaacaaa,0,0
cabbcabb,0,0
baaadabb,0,0
cbbdcbad,0,0
aaabcaaa,0,0
dacdcbad,0,2
bbaadbbb,0,0
baaadbbb,0,0
caabdbbb,0,0
dacacaad,1,2
dbcddbbd,0,1
caadbbcd,0,0
ccccdbbb,0,0
caaacbbb,0,0
baaddcbd,1,0
cbaadabb,0,0
aabdcaad,0,0
caadcabd,0,0
baadcaac,0,0
aaadcbad,0,0
baaddabd,0,0
caadcbad,0,0
bdadcbad,1,0
baadccbd,0,0
baaacaba,0,0
aaadcbad,0,0
dbcddcbd,0,1
baaddbad,0,0
cabdcbbd,0,0
aabdcaad,0,0
aaaadbbb,0,0
dacbdbbd,1,1
dbcadbbd,1,1
bbbdcbad,0,0
cbaadbcb,0,0
cbbdcacd,0,0
dacacaad,1,2
cbadcbcd,0,0
aaadcbad,0,0
dacddbbd,0,1
cabdcabd,0,0
aaaddaad,0,0
aaaacbbb,0,0
cabddcbd,0,0
cabdcabd,0,0
ababdbab,1,0
abadcbcd,1,0
